	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
6081	silver/p27/d1943	no	downward_monotone	entailment	tables	gaming tables	noun_hyponym_obj	There are no tables in the room .	There are no gaming tables in the room .
6082	silver/p27/d1943	no	downward_monotone	neutral	tables	gaming tables	noun_hypernym_obj	There are no gaming tables in the room .	There are no tables in the room .
6083	silver/p27/d1943	no	downward_monotone	entailment	tables	gueridons	noun_hyponym_obj	There are no tables in the room .	There are no gueridons in the room .
6084	silver/p27/d1943	no	downward_monotone	neutral	tables	gueridons	noun_hypernym_obj	There are no gueridons in the room .	There are no tables in the room .
6085	silver/p27/d1943	no	downward_monotone	entailment	tables	kitchen tables	noun_hyponym_obj	There are no tables in the room .	There are no kitchen tables in the room .
6086	silver/p27/d1943	no	downward_monotone	neutral	tables	kitchen tables	noun_hypernym_obj	There are no kitchen tables in the room .	There are no tables in the room .
6087	silver/p27/d1943	no	downward_monotone	entailment	tables	operating tables	noun_hyponym_obj	There are no tables in the room .	There are no operating tables in the room .
6088	silver/p27/d1943	no	downward_monotone	neutral	tables	operating tables	noun_hypernym_obj	There are no operating tables in the room .	There are no tables in the room .
6089	silver/p27/d1943	no	downward_monotone	entailment	tables	Parsons tables	noun_hyponym_obj	There are no tables in the room .	There are no Parsons tables in the room .
6090	silver/p27/d1943	no	downward_monotone	neutral	tables	Parsons tables	noun_hypernym_obj	There are no Parsons tables in the room .	There are no tables in the room .
6091	silver/p27/d1943	no	downward_monotone	entailment	tables	pedestal tables	noun_hyponym_obj	There are no tables in the room .	There are no pedestal tables in the room .
6092	silver/p27/d1943	no	downward_monotone	neutral	tables	pedestal tables	noun_hypernym_obj	There are no pedestal tables in the room .	There are no tables in the room .
6093	silver/p27/d1943	no	downward_monotone	entailment	tables	pier tables	noun_hyponym_obj	There are no tables in the room .	There are no pier tables in the room .
6094	silver/p27/d1943	no	downward_monotone	neutral	tables	pier tables	noun_hypernym_obj	There are no pier tables in the room .	There are no tables in the room .
6095	silver/p27/d1943	no	downward_monotone	entailment	tables	platens	noun_hyponym_obj	There are no tables in the room .	There are no platens in the room .
6096	silver/p27/d1943	no	downward_monotone	neutral	tables	platens	noun_hypernym_obj	There are no platens in the room .	There are no tables in the room .
6098	silver/p27/d1943	no	downward_monotone	neutral	tables	pool tables	noun_hypernym_obj	There are no pool tables in the room .	There are no tables in the room .
6099	silver/p27/d1943	no	downward_monotone	entailment	tables	billiard tables	noun_hyponym_obj	There are no tables in the room .	There are no billiard tables in the room .
6100	silver/p27/d1943	no	downward_monotone	neutral	tables	billiard tables	noun_hypernym_obj	There are no billiard tables in the room .	There are no tables in the room .
6101	silver/p27/d1943	no	downward_monotone	entailment	tables	snooker tables	noun_hyponym_obj	There are no tables in the room .	There are no snooker tables in the room .
6102	silver/p27/d1943	no	downward_monotone	neutral	tables	snooker tables	noun_hypernym_obj	There are no snooker tables in the room .	There are no tables in the room .
6103	silver/p27/d1943	no	downward_monotone	entailment	tables	stands	noun_hyponym_obj	There are no tables in the room .	There are no stands in the room .
6104	silver/p27/d1943	no	downward_monotone	neutral	tables	stands	noun_hypernym_obj	There are no stands in the room .	There are no tables in the room .
6105	silver/p27/d1943	no	downward_monotone	entailment	tables	tables-tennis tables	noun_hyponym_obj	There are no tables in the room .	There are no tables-tennis tables in the room .
6106	silver/p27/d1943	no	downward_monotone	neutral	tables	tables-tennis tables	noun_hypernym_obj	There are no tables-tennis tables in the room .	There are no tables in the room .
6107	silver/p27/d1943	no	downward_monotone	entailment	tables	ping-pong tables	noun_hyponym_obj	There are no tables in the room .	There are no ping-pong tables in the room .
6108	silver/p27/d1943	no	downward_monotone	neutral	tables	ping-pong tables	noun_hypernym_obj	There are no ping-pong tables in the room .	There are no tables in the room .
6109	silver/p27/d1943	no	downward_monotone	entailment	tables	pingpong tables	noun_hyponym_obj	There are no tables in the room .	There are no pingpong tables in the room .
6110	silver/p27/d1943	no	downward_monotone	neutral	tables	pingpong tables	noun_hypernym_obj	There are no pingpong tables in the room .	There are no tables in the room .
6111	silver/p27/d1943	no	downward_monotone	entailment	tables	tea tables	noun_hyponym_obj	There are no tables in the room .	There are no tea tables in the room .
6112	silver/p27/d1943	no	downward_monotone	neutral	tables	tea tables	noun_hypernym_obj	There are no tea tables in the room .	There are no tables in the room .
6113	silver/p27/d1943	no	downward_monotone	entailment	tables	trestle tables	noun_hyponym_obj	There are no tables in the room .	There are no trestle tables in the room .
6114	silver/p27/d1943	no	downward_monotone	neutral	tables	trestle tables	noun_hypernym_obj	There are no trestle tables in the room .	There are no tables in the room .
6115	silver/p27/d1943	no	downward_monotone	entailment	tables	worktables	noun_hyponym_obj	There are no tables in the room .	There are no worktables in the room .
6116	silver/p27/d1943	no	downward_monotone	neutral	tables	worktables	noun_hypernym_obj	There are no worktables in the room .	There are no tables in the room .
6117	silver/p27/d1943	no	downward_monotone	entailment	tables	work tables	noun_hyponym_obj	There are no tables in the room .	There are no work tables in the room .
6118	silver/p27/d1943	no	downward_monotone	neutral	tables	work tables	noun_hypernym_obj	There are no work tables in the room .	There are no tables in the room .
6119	silver/p27/d2040	no	downward_monotone	entailment	no way out of the siege	no siege	simple	There is no siege except to take the bull by the horns and let God judge the outcome .	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .
6120	silver/p27/d2040	no	downward_monotone	neutral	siege	blockade	noun_hypernym_obj	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .	There is no way out of the blockade except to take the bull by the horns and let God judge the outcome .
6121	silver/p27/d2040	no	downward_monotone	entailment	siege	blockade	noun_hypernym_obj	There is no way out of the blockade except to take the bull by the horns and let God judge the outcome .	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .
6122	silver/p27/d2040	no	downward_monotone	neutral	siege	encirclement	noun_hypernym_obj	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .	There is no way out of the encirclement except to take the bull by the horns and let God judge the outcome .
6123	silver/p27/d2040	no	downward_monotone	entailment	siege	encirclement	noun_hypernym_obj	There is no way out of the encirclement except to take the bull by the horns and let God judge the outcome .	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .
6124	silver/p27/d2599	no	downward_monotone	neutral	answer	statement	noun_hypernym_obj	He knocked at the door again~and~again , but there was no answer .	He knocked at the door again~and~again , but there was no statement .
6125	silver/p27/d2599	no	downward_monotone	entailment	answer	statement	noun_hypernym_obj	He knocked at the door again~and~again , but there was no statement .	He knocked at the door again~and~again , but there was no answer .
6126	silver/p27/d2599	no	downward_monotone	entailment	answer	denouement	noun_hyponym_obj	He knocked at the door again~and~again , but there was no answer .	He knocked at the door again~and~again , but there was no denouement .
6127	silver/p27/d2599	no	downward_monotone	neutral	answer	denouement	noun_hypernym_obj	He knocked at the door again~and~again , but there was no denouement .	He knocked at the door again~and~again , but there was no answer .
6128	silver/p27/d0868	no	downward_monotone	neutral	mistakes	misconceptions	noun_hypernym_obj	There are no mistakes in your composition .	There are no misconceptions in your composition .
6129	silver/p27/d0868	no	downward_monotone	entailment	mistakes	misconceptions	noun_hypernym_obj	There are no misconceptions in your composition .	There are no mistakes in your composition .
6130	silver/p27/d3372	no	downward_monotone	entailment	no god but God	no God	simple	There is no God . Muhammad is the messenger of God .	There is no god but God . Muhammad is the messenger of God .
6131	silver/p27/d3372	no	downward_monotone	neutral	God	spiritual being	noun_hypernym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but spiritual being . Muhammad is the messenger of spiritual being .
6132	silver/p27/d3372	no	downward_monotone	entailment	God	spiritual being	noun_hypernym_obj	There is no god but spiritual being . Muhammad is the messenger of spiritual being .	There is no god but God . Muhammad is the messenger of God .
6133	silver/p27/d3372	no	downward_monotone	neutral	God	supernatural being	noun_hypernym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but supernatural being . Muhammad is the messenger of supernatural being .
6134	silver/p27/d3372	no	downward_monotone	entailment	God	supernatural being	noun_hypernym_obj	There is no god but supernatural being . Muhammad is the messenger of supernatural being .	There is no god but God . Muhammad is the messenger of God .
6135	silver/p27/d3372	no	downward_monotone	entailment	God	Anglo-Saxon deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Anglo-Saxon deity . Muhammad is the messenger of Anglo-Saxon deity .
6136	silver/p27/d3372	no	downward_monotone	neutral	God	Anglo-Saxon deity	noun_hypernym_obj	There is no god but Anglo-Saxon deity . Muhammad is the messenger of Anglo-Saxon deity .	There is no god but God . Muhammad is the messenger of God .
6137	silver/p27/d3372	no	downward_monotone	entailment	God	Celtic deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Celtic deity . Muhammad is the messenger of Celtic deity .
6138	silver/p27/d3372	no	downward_monotone	neutral	God	Celtic deity	noun_hypernym_obj	There is no god but Celtic deity . Muhammad is the messenger of Celtic deity .	There is no god but God . Muhammad is the messenger of God .
6139	silver/p27/d3372	no	downward_monotone	entailment	God	Chinese deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Chinese deity . Muhammad is the messenger of Chinese deity .
6140	silver/p27/d3372	no	downward_monotone	neutral	God	Chinese deity	noun_hypernym_obj	There is no god but Chinese deity . Muhammad is the messenger of Chinese deity .	There is no god but God . Muhammad is the messenger of God .
6141	silver/p27/d3372	no	downward_monotone	entailment	God	daemon	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but daemon . Muhammad is the messenger of daemon .
6142	silver/p27/d3372	no	downward_monotone	neutral	God	daemon	noun_hypernym_obj	There is no god but daemon . Muhammad is the messenger of daemon .	There is no god but God . Muhammad is the messenger of God .
6143	silver/p27/d3372	no	downward_monotone	entailment	God	demigod	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but demigod . Muhammad is the messenger of demigod .
6144	silver/p27/d3372	no	downward_monotone	neutral	God	demigod	noun_hypernym_obj	There is no god but demigod . Muhammad is the messenger of demigod .	There is no god but God . Muhammad is the messenger of God .
6145	silver/p27/d3372	no	downward_monotone	entailment	God	demiurge	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but demiurge . Muhammad is the messenger of demiurge .
6146	silver/p27/d3372	no	downward_monotone	neutral	God	demiurge	noun_hypernym_obj	There is no god but demiurge . Muhammad is the messenger of demiurge .	There is no god but God . Muhammad is the messenger of God .
6147	silver/p27/d3372	no	downward_monotone	entailment	God	earth-god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but earth-god . Muhammad is the messenger of earth-god .
6148	silver/p27/d3372	no	downward_monotone	neutral	God	earth-god	noun_hypernym_obj	There is no god but earth-god . Muhammad is the messenger of earth-god .	There is no god but God . Muhammad is the messenger of God .
6149	silver/p27/d3372	no	downward_monotone	entailment	God	earth god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but earth god . Muhammad is the messenger of earth god .
6150	silver/p27/d3372	no	downward_monotone	neutral	God	earth god	noun_hypernym_obj	There is no god but earth god . Muhammad is the messenger of earth god .	There is no god but God . Muhammad is the messenger of God .
6151	silver/p27/d3372	no	downward_monotone	entailment	God	Egyptian deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Egyptian deity . Muhammad is the messenger of Egyptian deity .
6152	silver/p27/d3372	no	downward_monotone	neutral	God	Egyptian deity	noun_hypernym_obj	There is no god but Egyptian deity . Muhammad is the messenger of Egyptian deity .	There is no god but God . Muhammad is the messenger of God .
6153	silver/p27/d3372	no	downward_monotone	entailment	God	goddes	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but goddes . Muhammad is the messenger of goddes .
6154	silver/p27/d3372	no	downward_monotone	neutral	God	goddes	noun_hypernym_obj	There is no god but goddes . Muhammad is the messenger of goddes .	There is no god but God . Muhammad is the messenger of God .
6155	silver/p27/d3372	no	downward_monotone	entailment	God	Greco-Roman deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Greco-Roman deity . Muhammad is the messenger of Greco-Roman deity .
6156	silver/p27/d3372	no	downward_monotone	neutral	God	Greco-Roman deity	noun_hypernym_obj	There is no god but Greco-Roman deity . Muhammad is the messenger of Greco-Roman deity .	There is no god but God . Muhammad is the messenger of God .
6157	silver/p27/d3372	no	downward_monotone	entailment	God	Graeco-Roman deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Graeco-Roman deity . Muhammad is the messenger of Graeco-Roman deity .
6158	silver/p27/d3372	no	downward_monotone	neutral	God	Graeco-Roman deity	noun_hypernym_obj	There is no god but Graeco-Roman deity . Muhammad is the messenger of Graeco-Roman deity .	There is no god but God . Muhammad is the messenger of God .
6159	silver/p27/d3372	no	downward_monotone	entailment	God	Greek deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Greek deity . Muhammad is the messenger of Greek deity .
6160	silver/p27/d3372	no	downward_monotone	neutral	God	Greek deity	noun_hypernym_obj	There is no god but Greek deity . Muhammad is the messenger of Greek deity .	There is no god but God . Muhammad is the messenger of God .
6161	silver/p27/d3372	no	downward_monotone	entailment	God	Hindu deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Hindu deity . Muhammad is the messenger of Hindu deity .
6162	silver/p27/d3372	no	downward_monotone	neutral	God	Hindu deity	noun_hypernym_obj	There is no god but Hindu deity . Muhammad is the messenger of Hindu deity .	There is no god but God . Muhammad is the messenger of God .
6163	silver/p27/d3372	no	downward_monotone	entailment	God	Japanese deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Japanese deity . Muhammad is the messenger of Japanese deity .
6164	silver/p27/d3372	no	downward_monotone	neutral	God	Japanese deity	noun_hypernym_obj	There is no god but Japanese deity . Muhammad is the messenger of Japanese deity .	There is no god but God . Muhammad is the messenger of God .
6165	silver/p27/d3372	no	downward_monotone	entailment	God	Norse deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Norse deity . Muhammad is the messenger of Norse deity .
6166	silver/p27/d3372	no	downward_monotone	neutral	God	Norse deity	noun_hypernym_obj	There is no god but Norse deity . Muhammad is the messenger of Norse deity .	There is no god but God . Muhammad is the messenger of God .
6167	silver/p27/d3372	no	downward_monotone	entailment	God	Persian deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Persian deity . Muhammad is the messenger of Persian deity .
6168	silver/p27/d3372	no	downward_monotone	neutral	God	Persian deity	noun_hypernym_obj	There is no god but Persian deity . Muhammad is the messenger of Persian deity .	There is no god but God . Muhammad is the messenger of God .
6169	silver/p27/d3372	no	downward_monotone	entailment	God	Phrygian deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Phrygian deity . Muhammad is the messenger of Phrygian deity .
6170	silver/p27/d3372	no	downward_monotone	neutral	God	Phrygian deity	noun_hypernym_obj	There is no god but Phrygian deity . Muhammad is the messenger of Phrygian deity .	There is no god but God . Muhammad is the messenger of God .
6171	silver/p27/d3372	no	downward_monotone	entailment	God	Roman deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Roman deity . Muhammad is the messenger of Roman deity .
6172	silver/p27/d3372	no	downward_monotone	neutral	God	Roman deity	noun_hypernym_obj	There is no god but Roman deity . Muhammad is the messenger of Roman deity .	There is no god but God . Muhammad is the messenger of God .
6173	silver/p27/d3372	no	downward_monotone	entailment	God	saint	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but saint . Muhammad is the messenger of saint .
6174	silver/p27/d3372	no	downward_monotone	neutral	God	saint	noun_hypernym_obj	There is no god but saint . Muhammad is the messenger of saint .	There is no god but God . Muhammad is the messenger of God .
6175	silver/p27/d3372	no	downward_monotone	entailment	God	sea god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but sea god . Muhammad is the messenger of sea god .
6176	silver/p27/d3372	no	downward_monotone	neutral	God	sea god	noun_hypernym_obj	There is no god but sea god . Muhammad is the messenger of sea god .	There is no god but God . Muhammad is the messenger of God .
6177	silver/p27/d3372	no	downward_monotone	entailment	God	Semitic deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Semitic deity . Muhammad is the messenger of Semitic deity .
6178	silver/p27/d3372	no	downward_monotone	neutral	God	Semitic deity	noun_hypernym_obj	There is no god but Semitic deity . Muhammad is the messenger of Semitic deity .	There is no god but God . Muhammad is the messenger of God .
6179	silver/p27/d3372	no	downward_monotone	entailment	God	sun god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but sun god . Muhammad is the messenger of sun god .
6180	silver/p27/d3372	no	downward_monotone	neutral	God	sun god	noun_hypernym_obj	There is no god but sun god . Muhammad is the messenger of sun god .	There is no god but God . Muhammad is the messenger of God .
6181	silver/p27/d3372	no	downward_monotone	entailment	God	Teutonic deity	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but Teutonic deity . Muhammad is the messenger of Teutonic deity .
6182	silver/p27/d3372	no	downward_monotone	neutral	God	Teutonic deity	noun_hypernym_obj	There is no god but Teutonic deity . Muhammad is the messenger of Teutonic deity .	There is no god but God . Muhammad is the messenger of God .
6183	silver/p27/d3372	no	downward_monotone	entailment	God	war god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but war god . Muhammad is the messenger of war god .
6184	silver/p27/d3372	no	downward_monotone	neutral	God	war god	noun_hypernym_obj	There is no god but war god . Muhammad is the messenger of war god .	There is no god but God . Muhammad is the messenger of God .
6185	silver/p27/d3372	no	downward_monotone	entailment	God	god of war	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but god of war . Muhammad is the messenger of god of war .
6186	silver/p27/d3372	no	downward_monotone	neutral	God	god of war	noun_hypernym_obj	There is no god but god of war . Muhammad is the messenger of god of war .	There is no god but God . Muhammad is the messenger of God .
6187	silver/p27/d3372	no	downward_monotone	entailment	God	zombi	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but zombi . Muhammad is the messenger of zombi .
6188	silver/p27/d3372	no	downward_monotone	neutral	God	zombi	noun_hypernym_obj	There is no god but zombi . Muhammad is the messenger of zombi .	There is no god but God . Muhammad is the messenger of God .
6189	silver/p27/d3372	no	downward_monotone	entailment	God	zombie	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but zombie . Muhammad is the messenger of zombie .
6190	silver/p27/d3372	no	downward_monotone	neutral	God	zombie	noun_hypernym_obj	There is no god but zombie . Muhammad is the messenger of zombie .	There is no god but God . Muhammad is the messenger of God .
6191	silver/p27/d3372	no	downward_monotone	entailment	God	snake god	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but snake god . Muhammad is the messenger of snake god .
6192	silver/p27/d3372	no	downward_monotone	neutral	God	snake god	noun_hypernym_obj	There is no god but snake god . Muhammad is the messenger of snake god .	There is no god but God . Muhammad is the messenger of God .
6193	silver/p38/d2481	no	downward_monotone	entailment	no intention of giving Mary any money	no money	simple	Tom had no money .	Tom had no intention of giving Mary any money .
6194	silver/p38/d2481	no	downward_monotone	neutral	money	wealth	noun_hypernym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any wealth .
6195	silver/p38/d2481	no	downward_monotone	entailment	money	wealth	noun_hypernym_obj	Tom had no intention of giving Mary any wealth .	Tom had no intention of giving Mary any money .
6196	silver/p38/d2481	no	downward_monotone	entailment	money	pile	noun_hyponym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any pile .
6197	silver/p38/d2481	no	downward_monotone	neutral	money	pile	noun_hypernym_obj	Tom had no intention of giving Mary any pile .	Tom had no intention of giving Mary any money .
6198	silver/p38/d2481	no	downward_monotone	entailment	money	bundle	noun_hyponym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any bundle .
6199	silver/p38/d2481	no	downward_monotone	neutral	money	bundle	noun_hypernym_obj	Tom had no intention of giving Mary any bundle .	Tom had no intention of giving Mary any money .
6200	silver/p38/d2481	no	downward_monotone	entailment	money	big buck	noun_hyponym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any big buck .
6201	silver/p38/d2481	no	downward_monotone	neutral	money	big buck	noun_hypernym_obj	Tom had no intention of giving Mary any big buck .	Tom had no intention of giving Mary any money .
6202	silver/p38/d2481	no	downward_monotone	entailment	money	megabuck	noun_hyponym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any megabuck .
6203	silver/p38/d2481	no	downward_monotone	neutral	money	megabuck	noun_hypernym_obj	Tom had no intention of giving Mary any megabuck .	Tom had no intention of giving Mary any money .
6204	silver/p38/d2481	no	downward_monotone	entailment	money	big money	noun_hyponym_obj	Tom had no intention of giving Mary any money .	Tom had no intention of giving Mary any big money .
6205	silver/p38/d2481	no	downward_monotone	neutral	money	big money	noun_hypernym_obj	Tom had no intention of giving Mary any big money .	Tom had no intention of giving Mary any money .
6206	silver/p38/d2043	no	downward_monotone	entailment	no way I m leaving you here alone with Tom	no Tom	simple	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with Tom .
6207	silver/p38/d2043	no	downward_monotone	neutral	Tom	person	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with person .
6208	silver/p38/d2043	no	downward_monotone	entailment	Tom	person	noun_hypernym_obj	There 's no way I 'm leaving you here alone with person .	There 's no way I 'm leaving you here alone with Tom .
6209	silver/p38/d2043	no	downward_monotone	neutral	Tom	individual	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with individual .
6210	silver/p38/d2043	no	downward_monotone	entailment	Tom	individual	noun_hypernym_obj	There 's no way I 'm leaving you here alone with individual .	There 's no way I 'm leaving you here alone with Tom .
6211	silver/p38/d2043	no	downward_monotone	neutral	Tom	someone	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with someone .
6212	silver/p38/d2043	no	downward_monotone	entailment	Tom	someone	noun_hypernym_obj	There 's no way I 'm leaving you here alone with someone .	There 's no way I 'm leaving you here alone with Tom .
6213	silver/p38/d2043	no	downward_monotone	neutral	Tom	somebody	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with somebody .
6214	silver/p38/d2043	no	downward_monotone	entailment	Tom	somebody	noun_hypernym_obj	There 's no way I 'm leaving you here alone with somebody .	There 's no way I 'm leaving you here alone with Tom .
6215	silver/p38/d2043	no	downward_monotone	neutral	Tom	mortal	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with mortal .
6216	silver/p38/d2043	no	downward_monotone	entailment	Tom	mortal	noun_hypernym_obj	There 's no way I 'm leaving you here alone with mortal .	There 's no way I 'm leaving you here alone with Tom .
6217	silver/p38/d2043	no	downward_monotone	neutral	Tom	soul	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with soul .
6218	silver/p38/d2043	no	downward_monotone	entailment	Tom	soul	noun_hypernym_obj	There 's no way I 'm leaving you here alone with soul .	There 's no way I 'm leaving you here alone with Tom .
6219	silver/p38/d2043	no	downward_monotone	entailment	Tom	boy wonder	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with boy wonder .
6220	silver/p38/d2043	no	downward_monotone	neutral	Tom	boy wonder	noun_hypernym_obj	There 's no way I 'm leaving you here alone with boy wonder .	There 's no way I 'm leaving you here alone with Tom .
6221	silver/p38/d2043	no	downward_monotone	entailment	Tom	chap	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with chap .
6222	silver/p38/d2043	no	downward_monotone	neutral	Tom	chap	noun_hypernym_obj	There 's no way I 'm leaving you here alone with chap .	There 's no way I 'm leaving you here alone with Tom .
6223	silver/p38/d2043	no	downward_monotone	entailment	Tom	fellow	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with fellow .
6224	silver/p38/d2043	no	downward_monotone	neutral	Tom	fellow	noun_hypernym_obj	There 's no way I 'm leaving you here alone with fellow .	There 's no way I 'm leaving you here alone with Tom .
6225	silver/p38/d2043	no	downward_monotone	entailment	Tom	feller	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with feller .
6226	silver/p38/d2043	no	downward_monotone	neutral	Tom	feller	noun_hypernym_obj	There 's no way I 'm leaving you here alone with feller .	There 's no way I 'm leaving you here alone with Tom .
6227	silver/p38/d2043	no	downward_monotone	entailment	Tom	fella	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with fella .
6228	silver/p38/d2043	no	downward_monotone	neutral	Tom	fella	noun_hypernym_obj	There 's no way I 'm leaving you here alone with fella .	There 's no way I 'm leaving you here alone with Tom .
6229	silver/p38/d2043	no	downward_monotone	entailment	Tom	lad	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with lad .
6230	silver/p38/d2043	no	downward_monotone	neutral	Tom	lad	noun_hypernym_obj	There 's no way I 'm leaving you here alone with lad .	There 's no way I 'm leaving you here alone with Tom .
6231	silver/p38/d2043	no	downward_monotone	entailment	Tom	gent	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with gent .
6232	silver/p38/d2043	no	downward_monotone	neutral	Tom	gent	noun_hypernym_obj	There 's no way I 'm leaving you here alone with gent .	There 's no way I 'm leaving you here alone with Tom .
6233	silver/p38/d2043	no	downward_monotone	entailment	Tom	blighter	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with blighter .
6234	silver/p38/d2043	no	downward_monotone	neutral	Tom	blighter	noun_hypernym_obj	There 's no way I 'm leaving you here alone with blighter .	There 's no way I 'm leaving you here alone with Tom .
6235	silver/p38/d2043	no	downward_monotone	entailment	Tom	cus	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with cus .
6236	silver/p38/d2043	no	downward_monotone	neutral	Tom	cus	noun_hypernym_obj	There 's no way I 'm leaving you here alone with cus .	There 's no way I 'm leaving you here alone with Tom .
6237	silver/p38/d2043	no	downward_monotone	entailment	Tom	bloke	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with bloke .
6238	silver/p38/d2043	no	downward_monotone	neutral	Tom	bloke	noun_hypernym_obj	There 's no way I 'm leaving you here alone with bloke .	There 's no way I 'm leaving you here alone with Tom .
6239	silver/p38/d2043	no	downward_monotone	entailment	Tom	foster-brother	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with foster-brother .
6240	silver/p38/d2043	no	downward_monotone	neutral	Tom	foster-brother	noun_hypernym_obj	There 's no way I 'm leaving you here alone with foster-brother .	There 's no way I 'm leaving you here alone with Tom .
6241	silver/p38/d2043	no	downward_monotone	entailment	Tom	foster brother	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with foster brother .
6242	silver/p38/d2043	no	downward_monotone	neutral	Tom	foster brother	noun_hypernym_obj	There 's no way I 'm leaving you here alone with foster brother .	There 's no way I 'm leaving you here alone with Tom .
6243	silver/p38/d2043	no	downward_monotone	entailment	Tom	macho	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with macho .
